nBM   Dz   GMTI   X1Av   EEig05x   ESpm03x   BELm6   RDF065e   RDF050p   B03[O-F]   V1
1 ,13.333 ,61 ,0.504 ,0 ,4.29 ,0 ,0 ,0 ,0 0.66
1 ,5.75 ,6 ,0.771 ,0 ,2.944 ,0 ,0 ,0 ,0 0.03
1 ,13.333 ,36 ,0.33 ,0 ,3.932 ,0 ,0 ,0 ,0 -0.02
0 ,9 ,19 ,0.508 ,0 ,2.773 ,0 ,0 ,0 ,0 0.05
0 ,11 ,44 ,0.506 ,0 ,3.135 ,0 ,0 ,0.926 ,0 0.02
0 ,11 ,36 ,0.47 ,0 ,3.555 ,0 ,0 ,0.003 ,0 0.02
0 ,11 ,28 ,0.431 ,0 ,4.174 ,0 ,0 ,0 ,0 0.01
0 ,13 ,73 ,0.476 ,-0.675 ,3.738 ,0.365 ,0 ,0.045 ,0 0.22
0 ,13 ,57 ,0.457 ,-0.514 ,4.277 ,0 ,0 ,0.194 ,0 0.09
1 ,9 ,15 ,0.401 ,0 ,3.714 ,0 ,0 ,0 ,0 0.02
1 ,17 ,211 ,0.466 ,0.382 ,4.234 ,0.549 ,6.108 ,4.038 ,0 0.3
1 ,16 ,114 ,0.383 ,0 ,4.304 ,0 ,0.38 ,0.871 ,0 0.62
1 ,18 ,211 ,0.415 ,0.382 ,4.234 ,0.403 ,2.028 ,2.415 ,0 0.51
1 ,18 ,191 ,0.394 ,0 ,4.394 ,0.364 ,1.722 ,2.351 ,0 0.73
1 ,20 ,320 ,0.426 ,0.519 ,4.331 ,0.55 ,2.839 ,3.697 ,0 0.66
1 ,20 ,296 ,0.407 ,0.396 ,4.477 ,0.41 ,4.295 ,1.04 ,0 0.76
0 ,11 ,44 ,0.498 ,0 ,3.135 ,0 ,0.242 ,0.327 ,0 -0.17
0 ,13 ,57 ,0.422 ,-0.514 ,4.277 ,0 ,0 ,0.301 ,0 0.17
0 ,15 ,106 ,0.45 ,0 ,4.369 ,0 ,0.186 ,1.478 ,0 0.45
0 ,15 ,98 ,0.446 ,-0.391 ,4.369 ,0 ,0 ,0.911 ,0 0.28
2 ,11 ,44 ,0.322 ,0 ,3.761 ,0 ,0.483 ,0.078 ,0 0.07
0 ,7 ,12 ,0.359 ,0 ,3.332 ,0 ,0 ,0 ,0 -0.07
1 ,11.5 ,58 ,0.289 ,-0.655 ,4.454 ,0 ,0 ,0 ,0 -0.56
0 ,18.583 ,90 ,0.441 ,0 ,4.511 ,0 ,0 ,0 ,0 0.29
0 ,19.75 ,90 ,0.368 ,0 ,4.511 ,0 ,0 ,0 ,0 0.23
0 ,28.833 ,309 ,0.268 ,0 ,4.82 ,0 ,0 ,0.323 ,1 0.27
0 ,35.5 ,499 ,0.228 ,0.215 ,5.124 ,0 ,0 ,0.217 ,1 0.63
0 ,20.667 ,143 ,0.37 ,0 ,4.585 ,0 ,0 ,0.489 ,0 0.19
2 ,14.5 ,73 ,0.378 ,-0.593 ,4.22 ,0 ,0 ,0.357 ,0 -0.13
2 ,6 ,6 ,0.612 ,0 ,3.367 ,0 ,0 ,0 ,0 0.48
6 ,12 ,108 ,0.333 ,0.5 ,4.321 ,0.188 ,0 ,0.43 ,0 0.21
6 ,14 ,157 ,0.344 ,0.5 ,4.577 ,0.232 ,0 ,0.395 ,0 0.5
6 ,16 ,234 ,0.371 ,0.613 ,4.647 ,0.311 ,0.223 ,2.036 ,0 0.31
6 ,16 ,214 ,0.353 ,0.673 ,4.781 ,0.239 ,0 ,0.416 ,0 0.34
6 ,16 ,218 ,0.353 ,0.79 ,4.781 ,0.273 ,0.435 ,1.966 ,0 0.37
6 ,16 ,222 ,0.353 ,0.5 ,4.781 ,0.311 ,0.693 ,0.523 ,0 0.34
6 ,20 ,400 ,0.366 ,0.688 ,5.077 ,0.949 ,0.608 ,6.387 ,0 0.49
7 ,18 ,311 ,0.335 ,0.944 ,4.914 ,0.417 ,1.814 ,2.614 ,0 0.23
7 ,18 ,319 ,0.335 ,1.114 ,4.914 ,0.396 ,1.319 ,1.17 ,0 0.14
2 ,8 ,6 ,0.191 ,0 ,3.932 ,0 ,0 ,0 ,0 -0.04
0 ,12 ,69 ,0.562 ,-0.618 ,3.738 ,0.361 ,0.058 ,2.046 ,0 1.06
0 ,16 ,211 ,0.539 ,0 ,4.025 ,0.747 ,5.688 ,3.891 ,0 0.52
0 ,20 ,461 ,0.53 ,0.725 ,4.248 ,1.037 ,14.542 ,7.133 ,0 0.76
0 ,16 ,155 ,0.508 ,0 ,4.382 ,0.766 ,0.004 ,3.119 ,0 0.7
0 ,18 ,291 ,0.466 ,0.486 ,4.605 ,0.873 ,4.745 ,4.182 ,0 0.86
1 ,18 ,344 ,0.503 ,0.815 ,4.111 ,0.775 ,11.051 ,7.145 ,0 0.93
1 ,20 ,489 ,0.503 ,1.165 ,4.22 ,0.889 ,15.212 ,8.755 ,0 1.06
0 ,4.333 ,1 ,1.134 ,0 ,0.693 ,0 ,0 ,0 ,0 0.23
0 ,6.333 ,6 ,0.754 ,0 ,2.197 ,0 ,0 ,0 ,0 0.07
1 ,6.333 ,6 ,0.531 ,0 ,2.944 ,0 ,0 ,0 ,0 0.03
1 ,11 ,58 ,0.335 ,-0.694 ,4.159 ,0 ,0 ,0 ,0 -0.23
0 ,9 ,15 ,0.471 ,0 ,3.332 ,0 ,0 ,0 ,0 -0.03
0 ,13 ,85 ,0.505 ,-0.732 ,3.401 ,0.385 ,2.474 ,2.343 ,0 0.41
1 ,11 ,36 ,0.441 ,0 ,3.871 ,0 ,0 ,0.088 ,0 0.12
1 ,13 ,73 ,0.453 ,-0.646 ,4.007 ,0 ,0 ,1.212 ,0 0.13
1 ,15 ,114 ,0.437 ,0 ,4.304 ,0.14 ,0 ,1.757 ,0 0.23
1 ,12 ,36 ,0.329 ,0 ,3.871 ,0 ,0 ,0 ,0 -0.03
1 ,14 ,73 ,0.381 ,-0.646 ,4.007 ,0 ,0.236 ,0.371 ,0 0.13
1 ,16 ,130 ,0.401 ,0 ,4.127 ,0 ,1.655 ,1.758 ,0 0.48
1 ,21.5 ,179 ,0.265 ,0 ,4.564 ,0 ,0 ,0.728 ,1 0.18
0 ,28.833 ,321 ,0.269 ,0 ,4.82 ,0 ,0 ,0.192 ,1 0.36
2 ,14.5 ,61 ,0.356 ,-0.414 ,4.382 ,0 ,0 ,0 ,0 -0.43
6 ,18 ,291 ,0.36 ,0.797 ,4.951 ,0.527 ,2.627 ,2.111 ,0 0.43
7 ,16 ,234 ,0.326 ,0.746 ,4.738 ,0.311 ,0.005 ,1.082 ,0 0.47
6 ,14.333 ,157 ,0.354 ,0.5 ,4.577 ,0 ,0 ,0.375 ,0 0.31
6 ,26.833 ,525 ,0.291 ,1.082 ,5.205 ,0 ,0.21 ,1.48 ,0 0.28
5 ,11 ,60 ,0.294 ,-0.118 ,4.141 ,0 ,0 ,0 ,0 -0.05
