2,429;6,95;-0,075;165,82;27,64;6;7,06;19,78;1;1,18;1,16;3,3;6;6;5;5;6;0;0;0;2;22;34,42;21;28,444;2,197;1,286;1,442;0,675;13,333;13,483;9,667;0,38;108;124,642;61;63,012;5,395;3,786;29;1,933;6,944;9,333;29;-4,593;1,521;0;47;7,667;29
1,086;4,88;-0,033;106,95;17,83;4,28;6;7,75;0,71;1;0,81;2,58;6;3;5;2;3;0;0;3;2;6;13,067;4;6,778;0,693;1,2;1,26;1,201;5,75;2,89;2,667;0,577;16;25,845;6;7,815;1,655;1,177;4;1,333;2,25;2,5;4;-1,409;1,333;0;5;2,333;4
1,169;4,26;-0,064;98,48;16,41;4,12;7,12;23,78;0,69;1,19;0,71;4,76;6;5;5;4;5;0;0;1;2;16;123,605;14;70,333;1,792;1,304;1,431;0,747;13,333;9,757;7,2;0,436;68;280,605;36;291,222;4,301;2,804;18;1,8;5,222;6,667;18;-3,489;1,542;0;28;5,667;18
0,515;6,74;-0,043;70,1;6,37;6,31;10,98;11,33;0,57;1;0,61;2,27;11;5;11;5;6;1;0,091;6;4;22;62;24;51;3,178;1,765;1,888;0,561;11;9,49;6,8;0,418;86;169;58;159;4,228;1,7;17;1,7;5,972;7,167;14,667;0;1,542;1,099;26;6,333;24
0,515;6,5;-0,024;60,11;5,01;5,9;11,86;11;0,49;0,99;0,54;2,75;12;4;11;3;3;1;0,091;8;3;10;34;8;16;1,386;1,333;1,414;0,849;9;6,356;5;0,527;38;86;19;55;3,161;1,893;10;1,667;3,611;4,333;10;-2,499;1,707;0;15;3,833;10
0,368;6,5;-0,009;60,11;5,01;5,9;11,86;11,33;0,49;0,99;0,54;2,83;12;4;11;3;3;0;0;8;3;12;36;9;21;1,099;1,2;1,316;0,954;9;5,927;4,5;0,456;36;80;15;43;2,894;2,039;9;1,5;3,75;4,5;9;-2,249;1;0;12;4;9
0,971;8,26;-0,06;74,14;4,94;7,5;14,75;12,5;0,5;0,98;0,55;2,5;15;5;14;4;4;2;0,143;10;4;14;38;12;20;2,079;1,429;1,516;0,693;11;10,289;8;0,5;74;138;44;108;4,593;2,521;20;2;5,035;6,417;20;-3,876;2,094;0;35;5,433;20
0,834;8,26;0,055;74,14;4,94;7,5;14,75;12,83;0,5;0,98;0,55;2,57;15;5;14;4;4;1;0,071;10;4;16;40;14;22;1,792;1,304;1,431;0,747;11;9,757;7,2;0,436;68;128;36;92;4,301;2,804;18;1,8;5,222;6,667;18;-3,489;1,542;0;28;5,667;18
0,573;8,26;-0,03;74,14;4,94;7,5;14,75;13,25;0,5;0,98;0,55;2,65;15;5;14;4;4;0;0;10;4;20;44;16;32;1,386;1,176;1,32;0,849;11;9,17;6,4;0,374;64;116;28;68;3,972;2,884;16;1,6;5,5;7;16;-3,101;0,8;0;22;6;16
1,427;10,02;-0,052;88,17;4,9;9,1;17,63;14;0,51;0,98;0,56;2,33;18;6;17;5;5;3;0,176;12;5;18;42;16;24;2,773;1,5;1,587;0,601;13;14,606;11,667;0,483;128;212;85;185;5,969;3,094;35;2,333;6,498;8,7;35;-5,543;2,488;0;70;7,1;35
1,223;10,02;-0,088;88,17;4,9;9,1;17,63;14,33;0,51;0,98;0,56;2,39;18;6;17;5;5;2;0,118;12;5;20;44;18;26;2,485;1,385;1,513;0,634;13;14,07;10,667;0,432;118;198;73;165;5,699;3,508;32;2,133;6,708;9;32;-5,068;2,052;0;58;7,367;32
1,097;10,02;-0,055;88,17;4,9;9,1;17,63;14,75;0,51;0,98;0,56;2,46;18;6;17;5;5;1;0,059;12;5;24;48;22;38;2,079;1,263;1,414;0,693;13;13,264;9,333;0,365;106;170;57;117;5,308;3,677;28;1,867;7,083;9,5;28;-4,434;1,372;0;44;7,833;28
-0,244;5,74;-0,06;58,09;5,81;5,31;9,98;12,67;0,53;1;0,57;3,17;10;4;9;3;4;0;0;6;3;12;54;9;32;1,099;1,2;1,316;0,954;9;5,927;4,5;0,456;36;106;15;58;2,894;2,039;9;1,5;3,75;4,5;9;-2,249;1;0;12;4;9
0,423;7,5;-0,068;72,12;5,55;6,9;12,86;14,17;0,53;0,99;0,58;2,83;13;5;12;4;5;1;0,083;8;4;16;58;14;38;1,792;1,304;1,431;0,747;11;9,757;7,2;0,436;68;155;36;107;4,301;2,804;18;1,8;5,222;6,667;18;-3,489;1,542;0;28;5,667;18
0,879;9,26;-0,032;86,15;5,38;8,5;15,75;15,67;0,53;0,98;0,58;2,61;16;6;15;5;6;2;0,133;10;5;20;62;18;42;2,485;1,385;1,513;0,634;13;14,07;10,667;0,432;118;228;73;184;5,699;3,508;32;2,133;6,708;9;32;-5,068;2,052;0;58;7,367;32
1,131;11,02;-0,115;100,18;5,27;10,1;18,63;17,5;0,53;0,98;0,58;2,5;19;7;18;6;7;2;0,111;12;6;26;68;24;48;2,89;1,355;1,511;0,588;15;18,189;13,714;0,39;176;309;114;265;6,786;4,586;48;2,286;8,444;11,833;48;-6,427;2,133;0;91;9,4;48
1,792;12,78;-0,028;114,21;5,19;11,7;21,51;18,67;0,53;0,98;0,58;2,33;22;8;21;7;8;4;0,19;14;7;28;70;26;50;3,871;1,5;1,622;0,508;17;23,694;19,75;0,431;288;462;211;438;8,37;4,787;79;2,821;9,731;14,1;79;-9,163;2,999;0;185;10,862;79
0,021;6,19;0,032;74,09;6,74;5,82;11,31;16,17;0,53;1,03;0,56;3,23;11;5;10;4;5;1;0,1;6;3;16;90;14;58;1,792;1,304;1,431;0,747;12;9,757;7,2;0,436;68;211;36;183;4,301;2,804;18;1,8;5,222;6,667;18;-3,489;1,542;0;28;5,667;18
0,37;7,95;-0,039;88,12;6,29;7,41;14,19;17,67;0,53;1,01;0,57;2,94;14;6;13;5;6;2;0,154;8;4;20;94;18;66;2,485;1,385;1,513;0,634;14;14,07;10,667;0,432;118;292;73;272;5,699;3,508;32;2,133;6,708;9;32;-5,068;2,052;0;58;7,367;32
0,894;9,72;-0,064;102,15;6,01;9,01;17,07;19,17;0,53;1;0,57;2,74;17;7;16;6;7;3;0,188;10;5;24;98;22;70;3,178;1,448;1,575;0,561;16;18,738;14,857;0,431;190;405;130;401;7,056;4,166;52;2,476;8,212;11,483;52;-6,962;2,535;0;108;9,1;52
0,747;9,72;-0,141;102,15;6,01;9,01;17,07;19,5;0,53;1;0,57;2,79;17;7;16;6;7;2;0,125;10;5;26;100;24;76;2,89;1,355;1,511;0,588;16;18,189;13,714;0,39;176;381;114;365;6,786;4,586;48;2,286;8,444;11,833;48;-6,427;2,133;0;91;9,4;48
1,35;11,48;-0,085;116,18;5,81;10,61;19,96;20,67;0,53;1;0,57;2,58;20;8;19;7;8;4;0,211;12;6;28;102;26;74;3,871;1,5;1,622;0,508;18;23,694;19,75;0,431;288;554;211;574;8,37;4,787;79;2,821;9,731;14,1;79;-9,163;2,999;0;185;10,862;79
