"ALOGP" "Mor29u" "AMW" "Ss" "Mv" "Me" "Mp" "Ms" "nBT" "nBO" "nBM" "SCBO" "RBN" "nDB" "nH" "nF" "nBR" "nR03" "nR06" "ZM1" "Qindex" "SNar" "Xt" "VDA" "MSD" "QW" "TI2" "RHyDp" "Rww" "Wap" "WhetZ" "Whetm" "Whete" "JhetZ" "Jhetm" "Jhetv" "MAXDN" "DELS" "S0K" "S2K" "S3K" "PHI" "BLI" "PW3" "PJI2" "CSI" "ECC" "AECC" "DECC" "UNIP" "VAR" "Lop" "D/Dr06" "T(O..Cl)" "T(F..Br)" "T(Cl..Cl)" "MWC04" "MWC05" "MWC07" "MWC08" "MWC09" "MWC10" "SRW02" "SRW03" "SRW04" "SRW06" "SRW08" "SRW10" "MPC01" "MPC02" "MPC03" "MPC05" "MPC06" "MPC09" "piPC01" "piPC03" "piPC04" "piPC06" "piID" "PCR" "BID" "X0" "X1" "X2" "X3" "X5" "X0A" "X5A" "X0v" "X1v" "X4v" "X0Av" "X3Av" "X1sol" "X2sol" "X3sol" "X4sol" "RDCHI" "ISIZ" "AAC" "IDE" "IDM" "IDDE" "IDMT" "IVDM" "HDcpx" "Uindex" "Xindex" "TIC0" "SIC0" "TIC1" "SIC1" "BIC1" "TIC2" "CIC2" "SIC3" "IC4" "TIC4" "SIC5" "ATS1m" "ATS2m" "ATS6m" "ATS7m" "ATS1v" "ATS3v" "ATS4v" "ATS6v" "ATS1e" "ATS2e" "ATS3e" "ATS7e" "ATS1p" "ATS2p" "ATS6p" "ATS7p" "ATS8p" "MATS1m" "MATS3m" "MATS4m" "MATS6m" "MATS8m" "MATS5v" "MATS6v" "MATS7v" "MATS8v" "MATS1e" "MATS4e" "MATS6e" "MATS7e" "MATS8e" "MATS2p" "MATS7p" "GATS4m" "GATS1v" "GATS5v" "GATS2e" "GATS3e" "GATS5e" "GATS6e" "GATS1p" "GATS5p" "GATS6p" "EPS0" "EPS1" "EEig02x" "EEig03x" "EEig05x" "EEig07x" "EEig08x" "EEig09x" "EEig10x" "EEig11x" "EEig01d" "EEig02d" "EEig06d" "EEig10d" "EEig11d" "EEig02r" "EEig03r" "EEig04r" "EEig08r" "EEig09r" "EEig10r" "EEig11r" "ESpm02u" "ESpm03u" "ESpm04u" "ESpm06u" "ESpm10u" "ESpm11u" "ESpm12u" "ESpm15u" "ESpm02x" "ESpm05x" "ESpm06x" "ESpm10x" "ESpm13x" "ESpm15x" "ESpm02d" "ESpm03d" "ESpm06d" "ESpm09d" "ESpm10d" "ESpm13d" "ESpm15d" "ESpm01r" "ESpm03r" "ESpm04r" "ESpm06r" "ESpm07r" "ESpm08r" "ESpm10r" "ESpm12r" "BEHm1" "BEHm5" "BELm4" "BELm5" "BELm6" "BELm8" "BEHv1" "BEHv2" "BEHv4" "BEHv5" "BEHv6" "BELv1" "BELv2" "BELv3" "BELv5" "BELv7" "BEHe1" "BEHe6" "BELe2" "BELe4" "BELe5" "BEHp1" "BEHp5" "BEHp6" "BEHp7" "BEHp8" "BELp1" "BELp3" "BELp8" "GGI5" "GGI6" "JGI1" "JGI2" "JGT" "Eig1m" "Eig1v" "SEigZ" "SEigv" "SEige" "AEigZ" "AEigv" "VEA1" "VEA2" "VEZ2" "VRZ2" "VEm1" "VRm1" "VRm2" "VEv1" "VEv2" "VRv1" "VEe1" "VEe2" "VRe2" "VEp2" "VRp2" "DP01" "DP03" "DP04" "DP05" "DP06" "DP07" "DP09" "DP14" "DP17" "DP18" "DP19" "SP01" "SP02" "SP04" "SP05" "SP15" "SP18" "SP19" "SHP2" "W3D" "J3D" "DDI" "ADDD" "SPAN" "MEcc" "ASP" "FDI" "PJI3" "HOMA" "RCI" "AROM" "DISPm" "QZZm" "DISPv" "QYYv" "DISPe" "QXXp" "G(O..F)" "G(O..Cl)" "RDF010u" "RDF020u" "RDF025u" "RDF030u" "RDF065u" "RDF070u" "RDF085u" "RDF090u" "RDF100u" "RDF105u" "RDF120u" "RDF015m" "RDF020m" "RDF025m" "RDF035m" "RDF040m" "RDF050m" "RDF055m" "RDF070m" "RDF080m" "RDF085m" "RDF090m" "RDF120m" "RDF010v" "RDF030v" "RDF040v" "RDF045v" "RDF050v" "RDF060v" "RDF065v" "RDF090v" "RDF105v" "RDF110v" "RDF130v" "RDF015e" "RDF020e" "RDF035e" "RDF045e" "RDF060e" "RDF065e" "RDF075e" "RDF080e" "RDF100e" "RDF110e" "RDF115e" "RDF120e" "RDF010p" "RDF015p" "RDF040p" "RDF055p" "RDF080p" "RDF085p" "RDF090p" "RDF095p" "RDF100p" "RDF105p" "RDF120p" "RDF130p" "Mor02u" "Mor03u" "Mor05u" "Mor10u" "Mor12u" "Mor17u" "Mor20u" "Mor21u" "Mor25u" "Mor26u" "Mor28u" "Mor31u" "Mor32u" "Mor01m" "Mor02m" "Mor03m" "Mor05m" "Mor06m" "Mor10m" "Mor12m" "Mor14m" "Mor15m" "Mor16m" "Mor19m" "Mor24m" "Mor25m" "Mor27m" "Mor28m" "Mor01v" "Mor03v" "Mor04v" "Mor07v" "Mor08v" "Mor14v" "Mor15v" "Mor20v" "Mor21v" "Mor22v" "Mor25v" "Mor27v" "Mor31v" "Mor03e" "Mor06e" "Mor07e" "Mor08e" "Mor10e" "Mor11e" "Mor14e" "Mor16e" "Mor17e" "Mor18e" "Mor22e" "Mor24e" "Mor25e" "Mor26e" "Mor01p" "Mor02p" "Mor04p" "Mor06p" "Mor07p" "Mor09p" "Mor13p" "Mor14p" "Mor15p" "Mor16p" "Mor17p" "Mor23p" "Mor25p" "Mor26p" "Mor27p" "L1u" "L2u" "L3u" "P1u" "G1u" "E2u" "E3u" "L1m" "L2m" "G2m" "G3m" "E1m" "E2m" "E3m" "P2v" "G1v" "G2v" "E2v" "E3v" "L1e" "L3e" "P1e" "G3e" "E1e" "L1p" "L3p" "P1p" "P2p" "E1p" "L3s" "P1s" "E2s" "Tm" "Te" "Tp" "Ts" "Ae" "Ap" "As" "Gs" "Kv" "Du" "Dp" "Ds" "Vu" "Ve" "Vp" "ITH" "ISH" "HIC" "HGM" "H0u" "H1u" "H3u" "H5u" "H6u" "H7u" "H8u" "HTu" "HATS2u" "HATS5u" "HATS6u" "HATS8u" "HATSu" "H0m" "H3m" "H4m" "H5m" "HTm" "HATS2m" "HATS4m" "HATS5m" "HATS6m" "HATSm" "H1v" "H3v" "H5v" "H7v" "H8v" "HATS0v" "HATS4v" "HATS5v" "HATS6v" "H3e" "H7e" "HTe" "HATS0e" "HATS2e" "HATS4e" "HATS5e" "HATS6e" "HATS7e" "HATS8e" "HATSe" "H3p" "H5p" "HTp" "HATS0p" "HATS1p" "HATS3p" "HATS4p" "HATS6p" "HATSp" "RARS" "REIG" "R2u" "R4u" "R5u" "R8u" "R3u+" "R4u+" "R5u+" "R6u+" "RTu+" "R1m" "R3m" "R5m" "R6m" "R7m" "R3m+" "R2v" "R3v" "R5v" "RTv" "R2v+" "R3e" "R4e" "R5e" "R7e" "R8e" "R2e+" "R5e+" "R7e+" "R8e+" "RTe+" "R1p" "R5p" "R6p" "R7p" "R8p" "RTp" "R1p+" "R5p+" "nCs" "nCt" "nCrs" "nCrt" "nCbH" "nCb-" "nCconj" "nR=Cp" "nRCOOR" "nRCO" "nRNO2" "nOHp" "nOHt" "nCH2RX" "nR=CHX" "nCHRX2" "nR=CX2" "nArX" "nOxiranes" "nHDon" "C-003" "C-004" "C-008" "C-010" "C-013" "C-018" "C-024" "C-026" "H-046" "H-047" "H-052" "O-058" "O-060" "O-061" "N-077" "F-083" "Cl-088" "Cl-089" "Br-091" "Br-093" "qpmax" "qnmax" "Qtot" "Q2" "RPCG" "RNCG" "TE1" "TE2" "PCWTe" "Ui" "AMR" "TPSA(NO)" "BLTF96" "BLTD48" "BLTA96" "B01[C-C]" "B01[C-N]" "B01[C-O]" "B01[C-F]" "B01[C-Cl]" "B01[C-Br]" "B01[N-O]" "B02[C-C]" "B02[C-F]" "B02[C-Cl]" "B02[C-Br]" "B02[O-F]" "B02[F-Cl]" "B03[C-C]" "B03[C-O]" "B03[C-F]" "B03[O-F]" "B03[O-Cl]" "B03[F-Cl]" "B03[F-Br]" "B03[Cl-Cl]" "B04[C-F]" "B04[C-Cl]" "B04[F-F]" "B05[C-C]" "B05[C-O]" "B05[C-F]" "B05[F-F]" "B06[C-O]" "F01[C-N]" "F01[C-O]" "F01[N-O]" "F02[C-N]" "F02[C-F]" "F02[C-Cl]" "F02[F-F]" "F02[F-Cl]" "F02[Cl-Cl]" "F02[Br-Br]" "F03[C-C]" "F03[C-N]" "F03[C-O]" "F03[C-Cl]" "F03[O-F]" "F03[Cl-Cl]" "F04[C-O]" "F04[C-F]" "F04[F-F]" "F05[C-C]" "F05[F-F]" "F06[C-O]" "F08[C-C]"
"1" 2.653 -0.028 4.25 8.5 0.51 0.96 0.56 1.7 16 4 0 4 2 0 12 0 0 0 0 14 0 2.079 0.693 8 0.5 20 2.094 5.433 5.433 20 20 20 20 2.191 2.191 2.191 0.156 0.847 7.61 4 4 4 1.811 0.2 1 24 16 3.2 0.64 6 4 1.522 0 0 0 0 3.761 4.29 5.38 5.938 6.475 7.034 8 0 20 56 164 488 4 3 2 0 0 0 1.609 1.099 0.693 0 9.787 1 5.614 4.121 2.414 1.354 0.707 0 0.824 0 4.121 2.414 0.354 0.824 0.354 2.414 1.354 0.707 0.354 1.509 69.487 0.874 1.846 3.146 1.522 62.929 2.25 1.049 8.593 1.175 14.858 0.214 19.712 0.284 0.29 34.467 2.06 0.575 2.156 36.646 0.357 1.609 1.386 0 0 1.609 1.099 0.693 0 1.609 1.386 1.099 0 1.609 1.386 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3.414 1.914 1.618 0.382 0 0 0 0 0 0 1.618 0.618 0 0 0 1.618 0.382 -0.618 0 0 0 0 1.946 0 2.708 3.611 5.509 0 6.469 0 2.398 4.905 5.832 9.632 12.513 14.437 1.946 0 3.611 0 5.509 0 0 1.609 3.135 4.007 5.832 6.772 7.721 9.632 11.552 3.402 1.186 0.77 0.55 0 0 3.44 2.955 1.708 1.325 0.298 1.788 1.459 1.011 0.373 0 3.578 0.941 1.195 0.164 0 3.456 1.379 0.38 0.38 0.38 1.76 0.962 0 0 0 0.125 0.074 0.262 8.288 8.288 0 0 0 16.576 16.576 2.155 0.431 0.441 0.739 2.204 3.693 0.739 2.204 0.441 3.693 2.204 0.441 0.739 0.441 0.739 2.441 3.041 3.042 2.892 2.613 2.227 1.267 0.029 0.001 0 0 2.441 2.861 3.042 2.892 0.01 0 0 0.572 421.349 5.562 135.414 15.931 3.422 0.999 0.696 0.945 0.964 0 0 0 0.357 22.086 0.355 34.499 0.002 8.418 0 0 2.881 1.443 20.416 5.295 0 0.031 0 0 0 0 0 3.951 0.103 3.124 0.153 0.239 1.043 0.003 0 0 0 0 0 0.861 0.478 0.417 0.091 1.259 0.46 0 0 0 0 0 3.952 1.346 1.714 0.611 1.742 0 0 0 0 0 0 0 1.097 3.952 0.485 0.061 0 0 0 0 0 0 0 0 23.391 -5.111 -2.754 -0.853 -0.388 -0.887 0.449 -1.125 0.168 0.188 -0.559 0.367 -0.058 15.513 4.147 -0.29 -0.436 0.353 0.164 -0.263 0.265 0.086 -0.113 0.263 0.056 -0.083 0.109 -0.063 33.831 -0.764 -0.15 0.357 0.107 0.372 0.014 0.043 -0.333 0.086 0.035 0.078 0.224 -4.587 -1.109 0.467 0.943 -0.757 -0.935 0.775 0.184 -0.836 -0.457 0.365 0.407 0.172 0.156 42.408 9.386 0.02 -0.201 0.392 0.027 0.256 0.417 -0.025 -0.097 -0.385 -0.171 0.07 -0.019 0.066 4.156 0.737 0.48 0.773 1 0.659 0.588 3.367 0.308 0.197 1 0.367 0.115 0.033 0.112 1 0.197 0.312 0.206 4.138 0.472 0.775 1 0.554 3.821 0.325 0.813 0.118 0.472 0 0.95 0.035 3.79 5.337 4.701 3.413 5.303 3.542 0.554 0.67 0.738 0.602 0.372 0.125 12.259 12.059 8.932 7.61 0.655 3.875 13.699 3 1.083 0.918 0 0.164 0 0 11.159 0.666 0.805 0.491 0 9 0.31 0.03 0.008 0 0.763 0.023 0.027 0.016 0.003 0.269 0.367 0.147 0 0 0 0.079 0.12 0.1 0.044 0.831 0 10.119 0.58 0.602 0.795 0.721 0.435 0 0 8.079 0.206 0 2.733 0.114 0.078 0.201 0.173 0.071 1.747 0.945 0.998 1.975 1.458 0.78 0 0.1 0.096 0.058 0.052 0.145 0.216 0.082 0.018 0.003 0 0.017 0.382 0.309 0.105 3.038 0.021 1.891 1.311 0.701 0 0 0.129 0.051 0 0 0.134 0.583 0.152 0.053 0 0 4.061 0.054 0.012 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0.079 -0.21 1.793 0.231 0.088 0.235 4.16 2.529 12.02 0 24.807 0 -4.06 -4.3 -4.37 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"2" 3.109 -0.046 4.31 10 0.51 0.96 0.57 1.67 19 5 0 5 3 0 14 0 0 0 0 18 0 2.773 0.601 11.667 0.483 35 2.488 7.1 7.1 35 35 35 35 2.339 2.339 2.339 0.145 0.927 9.51 5 5.333 5 1.749 0.214 0.667 38 24 4 0.667 9 6 1.585 0 0 0 0 4.078 4.654 5.826 6.415 7.002 7.591 10 0 26 76 234 740 5 4 3 1 0 0 1.792 1.386 1.099 0 12.579 1 6.509 4.828 2.914 1.707 0.957 0.25 0.805 0.25 4.828 2.914 0.5 0.805 0.319 2.914 1.707 0.957 0.5 1.678 86.439 0.881 2.149 3.704 1.585 129.651 2.522 1.148 11.598 1.084 17.626 0.204 23.136 0.268 0.272 40.929 2.275 0.566 2.446 48.929 0.508 1.792 1.609 0 0 1.792 1.386 1.099 0 1.792 1.609 1.386 0 1.792 1.609 0 0 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4.121 2.414 2 1 -0.732 0 0 0 0 0 1.732 1 0 0 0 2 1 0 0 0 0 0 2.197 0 3.045 4.043 6.192 0 7.287 0 2.639 5.226 6.178 10.094 13.083 15.085 2.197 0 4.043 0 6.192 0 0 1.792 3.401 4.304 6.178 7.144 8.12 10.094 12.084 3.446 1.432 0.94 0.677 0.529 0 3.482 3.099 2.008 1.553 1.287 1.813 1.552 1.179 0.51 0 3.614 1.749 1.313 0.398 0.04 3.497 1.602 1.343 0.38 0.38 1.787 1.135 0 0 0 0.1 0.056 0.237 12.109 12.109 0 0 0 24.219 24.219 2.342 0.39 0.402 0.778 2.412 4.67 0.778 2.412 0.402 4.67 2.412 0.402 0.778 0.402 0.778 2.78 3.753 3.948 3.991 3.899 3.689 2.969 0.496 0.037 0.013 0.004 2.78 3.381 3.948 3.991 0.236 0.013 0.004 0.563 660.215 5.869 189.711 18.971 4.038 1 0.779 0.956 0.733 0 0 0 0.001 36.991 0 56.763 0 9.961 0 0 3.332 1.724 25.36 7.049 4.039 1.021 0 0 0 0 0 4.935 0.125 4.154 0.153 0.37 2.138 0.002 0.02 0.004 0 0 0 0.996 0.636 0.651 0.112 2.742 0.522 1.194 0 0 0 0 4.935 1.61 1.714 0.805 2.254 3.798 0.049 0.498 0 0 0 0 1.269 4.935 0.758 0.05 0.081 0 0 0 0 0 0 0 27.236 -6.14 -3.303 -0.797 -0.519 -1.12 0.607 -1.355 0.17 0.23 -0.713 0.415 0.014 22.708 4.908 -0.394 -0.49 0.491 0.23 -0.342 0.336 0.117 -0.135 0.33 0.081 -0.108 0.139 -0.084 48.238 -0.98 0.003 0.379 0.078 0.446 0.044 0.048 -0.404 0.11 0.026 0.112 0.272 -5.522 -0.936 0.499 1.005 -0.698 -0.988 0.934 0.249 -1.054 -0.574 0.479 0.575 0.175 0.19 60.168 11.005 0.273 -0.059 0.415 0.1 0.277 0.495 0.001 -0.108 -0.481 -0.221 0.067 -0.021 0.102 5.792 0.738 0.49 0.825 1 0.667 0.6 4.855 0.299 1 1 0.391 0.111 0.033 0.083 1 1 0.311 0.207 5.77 0.481 0.827 1 0.551 5.39 0.329 0.86 0.088 0.481 0 0.967 0.032 5.268 6.978 6.269 4.898 7.319 4.919 0.762 1 0.805 0.608 0.375 0.135 16.58 16.313 12.164 9.51 0.613 4.113 11.844 3 1.107 1.225 0.076 0.411 0 0 13.126 0.572 0.712 0.616 0 9 0.323 0.048 0.009 0.001 0.965 0.022 0.023 0.023 0.012 0.282 0.391 0.215 0.007 0 0 0.068 0.103 0.099 0.077 1.114 0 11.917 0.491 0.518 0.705 0.64 0.552 0.317 0 8.083 0.296 0.011 3.299 0.098 0.07 0.179 0.149 0.114 1.77 0.886 0.935 2.003 1.562 0.888 0 0.086 0.074 0.049 0.043 0.124 0.237 0.084 0.037 0.013 0.002 0.013 0.408 0.328 0.138 3.402 0.019 1.987 1.404 0.801 0.223 0 0.108 0.044 0.029 0 0.117 0.606 0.192 0.111 0.036 0 4.529 0.047 0.014 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0.079 -0.21 2.108 0.268 0.074 0.2 4.997 2.905 13.803 0 29.408 0 -4.38 -4.66 -4.75 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0
"3" 3.565 -0.053 4.36 11.5 0.51 0.96 0.57 1.64 22 6 0 6 4 0 16 0 0 0 0 22 0 3.466 0.537 16 0.471 56 2.885 8.814 8.814 56 56 56 56 2.447 2.447 2.447 0.139 0.983 13.651 6 6 6 1.707 0.219 1 54 33 4.714 0.898 12 9 1.95 0 0 0 0 4.317 4.92 6.142 6.758 7.368 7.985 12 0 32 96 304 992 6 5 4 2 1 0 1.946 1.609 1.386 0.693 15.525 1 7.435 5.536 3.414 2.061 1.207 0.354 0.791 0.177 5.536 3.414 0.677 0.791 0.302 3.414 2.061 1.207 0.677 1.84 104.042 0.887 2.398 4.169 1.95 233.463 2.752 1.222 15.018 1.019 20.39 0.196 26.432 0.254 0.258 46.558 2.499 0.567 2.806 64.532 0.589 1.946 1.792 0.693 0 1.946 1.609 1.386 0.693 1.946 1.792 1.609 0 1.946 1.792 0.693 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4.828 2.914 2.247 1.445 -0.247 0 0 0 0 0 1.802 1.247 -1.802 0 0 2.247 1.445 0.555 0 0 0 0 2.398 0 3.296 4.344 6.608 0 7.772 0 2.833 5.468 6.435 10.409 13.449 15.491 2.398 0 4.344 0 6.608 0 0 1.946 3.611 4.533 6.435 7.414 8.405 10.409 12.432 3.477 1.695 1.091 0.811 0.622 0 3.512 3.2 2.262 1.8 1.458 1.831 1.619 1.306 0.656 0.336 3.64 1.882 1.397 0.602 0.228 3.526 1.841 1.509 1.321 0.38 1.805 1.266 0 0.056 0 0.083 0.044 0.213 16.625 16.625 0 0 0 33.251 33.251 2.514 0.359 0.372 0.807 2.604 5.652 0.807 2.604 0.372 5.652 2.604 0.372 0.807 0.372 0.807 3.072 4.36 4.714 4.915 4.979 4.923 4.496 2.062 0.507 0.239 0.1 3.072 3.828 4.714 4.915 1.467 0.239 0.1 0.547 975.05 6.109 253.531 22.046 4.666 1 0.824 0.966 0.998 0 0 0 0.285 57.419 0.29 86.493 0.001 11.876 0 0 3.784 2.011 30.31 8.801 8.379 1.165 3.175 0 0 0 0 5.913 0.147 5.182 0.153 0.503 3.224 0.003 0.02 0 0.116 0 0 1.131 0.793 0.89 0.128 4.176 0.513 2.419 0 0 0 0 5.913 1.879 1.714 0.971 2.197 7.864 3.397 0.011 0 0 0 0 1.44 5.913 1.038 0.061 0.002 0.745 0 0.004 0 0 0 0 31.92 -7.527 -3.873 -0.752 -0.551 -1.312 0.687 -1.619 0.146 0.274 -0.855 0.466 0.065 31.268 5.837 -0.467 -0.579 0.626 0.28 -0.409 0.409 0.138 -0.159 0.398 0.105 -0.137 0.171 -0.101 65.198 -1.217 0.091 0.477 0.072 0.517 0.06 0.045 -0.475 0.143 0.014 0.147 0.317 -6.779 -0.644 0.863 1.055 -0.652 -0.984 1.041 0.346 -1.233 -0.651 0.588 0.722 0.156 0.227 81.03 12.966 0.451 0.106 0.539 0.105 0.323 0.567 0.012 -0.108 -0.56 -0.27 0.057 -0.023 0.138 7.627 0.772 0.497 0.857 1 0.69 0.609 6.565 0.316 0.181 1 0.413 0.115 0.033 0.067 1 0.181 0.319 0.207 7.602 0.487 0.859 1 0.554 7.169 0.332 0.888 0.071 0.493 0 0.973 0.036 6.995 8.85 8.076 6.63 9.859 6.695 1.135 0.64 0.845 0.619 0.383 0.145 21.874 21.527 16.14 10.897 0.554 4.307 10.3 3 1.148 1.43 0.108 0.63 0 0.09 15.083 0.503 0.641 0.563 0.297 9 0.338 0.067 0.013 0.001 1.155 0.021 0.018 0.021 0.021 0.297 0.416 0.282 0.01 0 0.008 0.062 0.091 0.086 0.082 1.308 0 13.698 0.432 0.456 0.636 0.575 0.507 0.447 0.263 8.088 0.38 0.016 3.826 0.088 0.066 0.16 0.133 0.116 1.795 0.831 0.878 2.012 1.647 0.951 0.199 0.078 0.067 0.041 0.037 0.12 0.251 0.09 0.044 0.029 0.01 0.009 0.425 0.344 0.15 3.712 0.018 2.035 1.481 0.858 0.372 0.176 0.102 0.036 0.026 0.024 0.113 0.625 0.207 0.145 0.082 0.029 4.926 0.046 0.01 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0.079 -0.21 2.424 0.306 0.065 0.174 5.845 3.281 15.589 0 34.009 0 -4.68 -5 -5.1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0
"4" 4.021 -0.065 4.39 13 0.51 0.96 0.57 1.63 25 7 0 7 5 0 18 0 0 0 0 26 0 4.159 0.49 21 0.463 84 3.284 10.564 10.564 84 84 84 84 2.53 2.53 2.53 0.135 1.024 16 7 7.2 7 1.678 0.223 0.75 74 44 5.5 1 16 12 2 0 0 0 0 4.511 5.13 6.385 7.017 7.645 8.277 14 0 38 116 374 1244 7 6 5 3 2 0 2.079 1.792 1.609 1.099 18.605 1 8.38 6.243 3.914 2.414 1.457 0.479 0.78 0.16 6.243 3.914 0.854 0.78 0.291 3.914 2.414 1.457 0.854 1.997 122.211 0.89 2.61 4.568 2 383.68 2.95 1.281 18.827 0.971 23.153 0.189 29.643 0.243 0.246 51.682 2.713 0.546 2.873 74.702 0.611 2.079 1.946 1.099 0.693 2.079 1.792 1.609 1.099 2.079 1.946 1.792 0.693 2.079 1.946 1.099 0.693 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 5.536 3.414 2.414 1.765 0.235 -0.848 0 0 0 0 1.848 1.414 -1.414 0 0 2.414 1.765 1 0 0 0 0 2.565 0 3.497 4.575 6.901 0 8.101 0 2.996 5.663 6.639 10.648 13.717 15.779 2.565 0 4.575 0 6.901 0 0 2.079 3.784 4.718 6.639 7.627 8.626 10.648 12.69 3.499 1.939 1.216 0.942 0.728 0.507 3.534 3.274 2.468 2.029 1.657 1.844 1.669 1.404 0.799 0.415 3.66 2.038 1.459 0.77 0.409 3.548 2.066 1.702 1.449 1.307 1.819 1.367 0.259 0.056 0.041 0.071 0.037 0.192 21.836 21.836 0 0 0 43.673 43.673 2.673 0.334 0.348 0.83 2.782 6.638 0.83 2.782 0.348 6.638 2.782 0.348 0.83 0.348 0.83 3.328 4.892 5.386 5.727 5.932 6.018 5.878 4.082 2.292 1.659 1.076 3.328 4.22 5.386 5.727 3.527 1.659 1.076 0.527 1377.985 6.296 327.169 25.167 5.286 1 0.863 0.975 0.779 0 0 0 0 84.433 0 125.851 0 13.458 0 0 4.235 2.296 35.251 10.563 12.896 1.484 4.231 4.365 0.016 0.587 0 6.893 0.17 6.211 0.153 0.633 4.312 0.003 0.023 0 0.127 0.278 0 1.266 0.952 1.122 0.145 5.616 0.514 3.684 1.046 0.052 0 0 6.894 2.146 1.714 1.14 2.202 12.092 8.431 0.005 0.015 0 0 0 1.612 6.893 1.309 0.07 0.001 0.91 1.369 0.07 0.002 0.085 0 0 36.281 -8.677 -4.594 -0.88 -0.594 -1.544 0.779 -1.898 0.148 0.251 -0.986 0.471 0.151 41.193 6.827 -0.594 -0.695 0.767 0.315 -0.47 0.488 0.153 -0.181 0.468 0.133 -0.169 0.208 -0.121 84.711 -1.486 0.231 0.585 0.038 0.596 0.064 0.04 -0.549 0.177 -0.002 0.193 0.354 -7.83 -0.254 1.198 1.083 -0.766 -0.941 1.187 0.468 -1.449 -0.719 0.684 0.851 0.158 0.204 104.996 14.928 0.68 0.3 0.669 0.164 0.373 0.649 0.009 -0.103 -0.649 -0.319 0.046 -0.039 0.188 9.771 0.771 0.502 0.885 1 0.69 0.615 8.565 0.31 1 1 0.427 0.113 0.033 0.052 1 1 0.316 0.208 9.742 0.493 0.886 1 0.552 9.249 0.335 0.911 0.056 0.498 0 0.98 0.034 8.99 10.994 10.155 8.631 12.574 8.57 1.436 1 0.877 0.62 0.384 0.15 27.649 27.215 20.493 16 0.667 4.486 9.122 3 1.162 1.626 0.313 0.811 0 0.251 17.044 0.45 0.582 0.526 0.409 9 0.346 0.088 0.016 0.007 1.324 0.021 0.016 0.017 0.02 0.305 0.432 0.335 0.042 0 0.022 0.056 0.082 0.077 0.075 1.491 0 15.481 0.382 0.409 0.583 0.522 0.472 0.432 0.367 8.091 0.448 0.061 4.338 0.078 0.06 0.148 0.12 0.106 1.809 0.785 0.831 2.031 1.718 1.002 0.326 0.07 0.06 0.035 0.03 0.106 0.263 0.095 0.046 0.036 0.023 0.008 0.443 0.36 0.158 3.992 0.016 2.103 1.545 0.904 0.445 0.293 0.088 0.031 0.024 0.021 0.1 0.637 0.219 0.162 0.11 0.064 5.286 0.043 0.009 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0.079 -0.21 2.739 0.343 0.057 0.154 6.701 3.656 17.373 0 38.61 0 -4.96 -5.31 -5.43 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 3 0 0 0
