2,04
1,99
1,95
1,4
1,4
0,9
8
5
6
7
7
7
6
7
4
6
5
6
5
6
6
8
1,7
4,3
1,6
2,4
8,1
6,6
1,5
2,1
20
21
26
38
9
3,72
3,93
4,91
8
6
9
6
7
30,5
39,1
29,2
6,9
6,5
7,6
7
7,1
6
7
7
10
10
9
9
6
11
7
6
8
10
16
12
