MW
AMW
Sv
Se
Sp
Ss
Mv
Me
Mp
Ms
nAT
nSK
nBT
nBO
nBM
SCBO
ARR
nCIC
nCIR
RBN
RBF
nDB
nAB
nS
nF
nCL
nHM
nX
nR05
nR06
nR08
nR09
nR10
nR12
nBnz
ZM1
ZM1V
ZM2
ZM2V
Qindex
SNar
HNar
GNar
Xt
Dz
Ram
Pol
LPRS
VDA
MSD
SMTI
SMTIV
GMTI
GMTIV
Xu
SPI
W
WA
Har
Har2
QW
TI1
TI2
STN
HyDp
RHyDp
w
ww
Rww
D/D
Wap
WhetZ
Whetm
Whetv
Whete
Whetp
J
JhetZ
Jhetm
Jhetv
Jhete
Jhetp
MAXDN
MAXDP
DELS
TIE
S0K
S1K
S2K
S3K
PHI
BLI
PW2
PW3
PW4
PW5
PJI2
CSI
ECC
AECC
DECC
MDDD
UNIP
CENT
VAR
BAC
Lop
ICR
D/Dr05
D/Dr06
D/Dr08
D/Dr09
D/Dr10
D/Dr12
T(N..N)
T(N..O)
T(N..S)
T(N..F)
T(O..O)
T(O..S)
T(O..P)
T(O..F)
T(S..F)
T(F..F)
MWC01
MWC02
MWC03
MWC04
MWC05
MWC06
MWC07
MWC08
MWC09
MWC10
TWC
SRW01
SRW02
SRW04
SRW05
SRW06
SRW07
SRW08
SRW09
SRW10
MPC01
MPC02
MPC03
MPC04
MPC05
MPC06
MPC07
MPC08
MPC09
MPC10
piPC01
piPC02
piPC03
piPC04
piPC05
piPC06
piPC07
piPC08
piPC09
piPC10
TPC
piID
PCR
PCD
CID
BID
X0
X1
X2
X3
X4
X5
X0A
X1A
X2A
X3A
X4A
X5A
X0v
X1v
X2v
X3v
X4v
X5v
X0Av
X1Av
X2Av
X3Av
X4Av
X5Av
X0sol
X1sol
X2sol
X3sol
X4sol
X5sol
XMOD
RDCHI
RDSQ
ISIZ
IAC
AAC
IDE
IDM
IDDE
IDDM
IDET
IDMT
IVDE
IVDM
HVcpx
HDcpx
Uindex
Vindex
Xindex
Yindex
IC0
TIC0
SIC0
CIC0
BIC0
IC1
TIC1
SIC1
CIC1
BIC1
IC2
TIC2
SIC2
CIC2
BIC2
IC3
TIC3
SIC3
CIC3
BIC3
IC4
TIC4
SIC4
CIC4
BIC4
IC5
TIC5
SIC5
CIC5
BIC5
GGI1
GGI2
GGI3
GGI4
GGI5
GGI6
GGI7
GGI8
GGI9
GGI10
JGI1
JGI2
JGI3
JGI4
JGI5
JGI6
JGI7
JGI8
JGI9
JGI10
JGT
nCp
nCs
nCt
nCq
nCrs
nCrt
nCrq
nCar
nCbH
nCb-
nCconj
nR=Cp
nR=Cs
nRCOOH
nRCOOR
nArCOOR
nRCONH2
nArCONH2
nRCONHR
nArCONHR
nRCHO
nArCHO
nArCO
nC=O(O)2
nArNH2
nN(CO)2
nROH
nArOH
nOHp
nOHs
nArOR
nRSR
nS(=O)2
nSO2OH
nP(=O)R3/nPR5
nCH2RX
nCRX3
nImidazoles
nThiophenes
nPyridines
nHDon
nHAcc
C-001
C-002
C-003
C-004
C-005
C-006
C-008
C-013
C-015
C-016
C-018
C-024
C-025
C-026
C-027
C-028
C-033
C-034
C-036
C-037
C-039
C-040
C-041
C-043
H-046
H-047
H-048
H-049
H-050
H-051
H-052
O-056
O-057
O-058
O-060
N-069
N-072
N-073
N-075
F-083
Cl-086
S-107
S-110
Si-111
P-116
Ui
Hy
TPSA(NO)
TPSA(Tot)
MLOGP
MLOGP2
nAtom
nHeavyAtom
nH
nB
nC
nN
nO
nS
nP
nF
nCl
nBr
nI
nX
nBonds
nBonds2
nBondsS
nBondsS2
nBondsS3
nBondsD
nBondsD2
nBondsT
nBondsQ
nBondsM
nHBd
nwHBd
nHBa
nwHBa
nHBint2
nHBint3
nHBint4
nHBint5
nHBint6
nHBint7
nHBint8
nHBint9
nHBint10
nHsOH
nHdNH
nHsSH
nHsNH2
nHssNH
nHaaNH
nHsNH3p
nHssNH2p
nHsssNHp
nHtCH
nHdCH2
nHdsCH
nHaaCH
nHCHnX
nHCsats
nHCsatu
nHAvin
nHother
nHmisc
nsLi
nssBe
nssssBem
nsBH2
nssBH
nsssB
nssssBm
nsCH3
ndCH2
nssCH2
ntCH
ndsCH
naaCH
nsssCH
nddC
ntsC
ndssC
naasC
naaaC
nssssC
nsNH3p
nsNH2
nssNH2p
ndNH
nssNH
naaNH
ntN
nsssNHp
ndsN
naaN
nsssN
nddsN
naasN
nssssNp
nsOH
ndO
nssO
naaO
naOm
nsOm
nsF
nsSiH3
nssSiH2
nsssSiH
nssssSi
nsPH2
nssPH
nsssP
ndsssP
nddsP
nsssssP
nsSH
ndS
nssS
naaS
ndssS
nddssS
nssssssS
nSm
nsCl
nsGeH3
nssGeH2
nsssGeH
nssssGe
nsAsH2
nssAsH
nsssAs
ndsssAs
nddsAs
nsssssAs
nsSeH
ndSe
nssSe
naaSe
ndssSe
nssssssSe
nddssSe
nsBr
nsSnH3
nssSnH2
nsssSnH
nssssSn
nsI
nsPbH3
nssPbH2
nsssPbH
nssssPb
SHBd
SwHBd
SHBa
SwHBa
SHBint2
SHBint3
SHBint4
SHBint5
SHBint6
SHBint7
SHBint8
SHBint9
SHBint10
SHsOH
SHdNH
SHsSH
SHsNH2
SHssNH
SHaaNH
SHsNH3p
SHssNH2p
SHsssNHp
SHtCH
SHdCH2
SHdsCH
SHaaCH
SHCHnX
SHCsats
SHCsatu
SHAvin
SHother
SHmisc
SsLi
SssBe
SssssBem
SsBH2
SssBH
SsssB
SssssBm
SsCH3
SdCH2
SssCH2
StCH
SdsCH
SaaCH
SsssCH
SddC
StsC
SdssC
SaasC
SaaaC
SssssC
SsNH3p
SsNH2
SssNH2p
SdNH
SssNH
SaaNH
StN
SsssNHp
SdsN
SaaN
SsssN
SddsN
SaasN
SssssNp
SsOH
SdO
SssO
SaaO
SaOm
SsOm
SsF
SsSiH3
SssSiH2
SsssSiH
SssssSi
SsPH2
SssPH
SsssP
SdsssP
SddsP
SsssssP
SsSH
SdS
SssS
SaaS
SdssS
SddssS
SssssssS
SSm
SsCl
SsGeH3
SssGeH2
SsssGeH
SssssGe
SsAsH2
SssAsH
SsssAs
SdsssAs
SddsAs
SsssssAs
SsSeH
SdSe
SssSe
SaaSe
SdssSe
SssssssSe
SddssSe
SsBr
SsSnH3
SssSnH2
SsssSnH
SssssSn
SsI
SsPbH3
SssPbH2
SsssPbH
SssssPb
minHBd
minwHBd
minHBa
minwHBa
minHBint2
minHBint3
minHBint4
minHBint5
minHBint6
minHBint7
minHBint8
minHBint9
minHBint10
minHsOH
minHdNH
minHsSH
minHsNH2
minHssNH
minHaaNH
minHsNH3p
minHssNH2p
minHsssNHp
minHtCH
minHdCH2
minHaaCH
minHCHnX
minHAvin
minHmisc
minsLi
minssBe
minssssBem
minsBH2
minssBH
minsssB
minssssBm
minsCH3
mindCH2
minssCH2
mintCH
mindsCH
minaaCH
minsssCH
minddC
mintsC
mindssC
minaasC
minaaaC
minssssC
minsNH3p
minsNH2
minssNH2p
mindNH
minssNH
minaaNH
mintN
minsssNHp
mindsN
minaaN
minsssN
minddsN
minaasN
minssssNp
minsOH
mindO
minssO
minaaO
minaOm
minsOm
minsF
minsSiH3
minssSiH2
minsssSiH
minssssSi
minsPH2
minssPH
minsssP
mindsssP
minddsP
minsssssP
minsSH
mindS
minssS
minaaS
mindssS
minddssS
minssssssS
minSm
minsCl
minsGeH3
minssGeH2
minsssGeH
minssssGe
minsAsH2
minssAsH
minsssAs
mindsssAs
minddsAs
minsssssAs
minsSeH
mindSe
minssSe
minaaSe
mindssSe
minssssssSe
minddssSe
minsBr
minsSnH3
minssSnH2
minsssSnH
minssssSn
minsI
minsPbH3
minssPbH2
minsssPbH
minssssPb
maxHBd
maxwHBd
maxHBa
maxwHBa
maxHBint2
maxHBint3
maxHBint4
maxHBint5
maxHBint6
maxHBint7
maxHBint8
maxHBint9
maxHBint10
maxHsOH
maxHdNH
maxHsSH
maxHsNH2
maxHssNH
maxHaaNH
maxHsNH3p
maxHssNH2p
maxHsssNHp
maxHtCH
maxHdCH2
maxHdsCH
maxHaaCH
maxHCHnX
maxHCsats
maxHCsatu
maxHAvin
maxHother
maxHmisc
maxsLi
maxssBe
maxssssBem
maxsBH2
maxssBH
maxsssB
maxssssBm
maxsCH3
maxdCH2
maxssCH2
maxtCH
maxdsCH
maxaaCH
maxsssCH
maxddC
maxtsC
maxdssC
maxaasC
maxaaaC
maxssssC
maxsNH3p
maxsNH2
maxssNH2p
maxdNH
maxssNH
maxaaNH
maxtN
maxsssNHp
maxdsN
maxaaN
maxsssN
maxddsN
maxaasN
maxssssNp
maxsOH
maxdO
maxssO
maxaaO
maxaOm
maxsOm
maxsF
maxsSiH3
maxssSiH2
maxsssSiH
maxssssSi
maxsPH2
maxssPH
maxsssP
maxdsssP
maxddsP
maxsssssP
maxsSH
maxdS
maxssS
maxaaS
maxdssS
maxddssS
maxssssssS
maxSm
maxsCl
maxsGeH3
maxssGeH2
maxsssGeH
maxssssGe
maxsAsH2
maxssAsH
maxsssAs
maxdsssAs
maxddsAs
maxsssssAs
maxsSeH
maxdSe
maxssSe
maxaaSe
maxdssSe
maxssssssSe
maxddssSe
maxsBr
maxsSnH3
maxssSnH2
maxsssSnH
maxssssSn
maxsI
maxsPbH3
maxssPbH2
maxsssPbH
maxssssPb
sumI
hmax
gmax
hmin
gmin
LipoaffinityIndex
MAXDN
MAXDP
DELS
MAXDN2
MAXDP2
DELS2
ETA_Alpha
ETA_AlphaP
ETA_dAlpha_A
ETA_dAlpha_B
ETA_Epsilon_1
ETA_Epsilon_2
ETA_Epsilon_3
ETA_Epsilon_4
ETA_Epsilon_5
ETA_dEpsilon_A
ETA_dEpsilon_B
ETA_dEpsilon_C
ETA_dEpsilon_D
ETA_Psi_1
ETA_dPsi_A
ETA_dPsi_B
ETA_Shape_P
ETA_Shape_Y
ETA_Shape_X
ETA_Beta
ETA_BetaP
ETA_Beta_s
ETA_BetaP_s
ETA_Beta_ns
ETA_BetaP_ns
ETA_dBeta
ETA_dBetaP
ETA_Beta_ns_d
ETA_BetaP_ns_d
ETA_Eta
ETA_EtaP
ETA_Eta_R
ETA_Eta_F
ETA_EtaP_F
ETA_Eta_L
ETA_EtaP_L
ETA_Eta_R_L
ETA_Eta_F_L
ETA_EtaP_F_L
ETA_Eta_B
ETA_EtaP_B
ETA_Eta_B_RC
ETA_EtaP_B_RC
nHBAcc
nHBAcc2
nHBAcc3
nHBAcc_Lipinski
nHBDon
nHBDon_Lipinski
nAtomLC
nAtomLAC
MDEC-11
MDEC-12
MDEC-13
MDEC-14
MDEC-22
MDEC-23
MDEC-24
MDEC-33
MDEO-12
MDEO-22
MDEN-12
MDEN-13
MDEN-22
MDEN-23
MDEN-33
nRing
n3Ring
n4Ring
n5Ring
n6Ring
n7Ring
n8Ring
n9Ring
n10Ring
n11Ring
n12Ring
nG12Ring
nFRing
nF4Ring
nF5Ring
nF6Ring
nF7Ring
nF8Ring
nF9Ring
nF10Ring
nF11Ring
nF12Ring
nFG12Ring
nTRing
nT4Ring
nT5Ring
nT6Ring
nT7Ring
nT8Ring
nT9Ring
nT10Ring
nT11Ring
nT12Ring
nTG12Ring
nRotB
RBN/nBM
nBM/RBN
RBN/nBO
RBN/nAB
nAB/RBN
nBM/nBO
nAB/nBT
nBM/nBT
Mn/MW
nBondsM ? (Mn/MW)
RBN ? (Mn/MW)
nHAcc ? (Mn/MW)
nHDon ? (Mn/MW)
(SAMC/SASC) ? Mn
Mn/SAMC
Mn/SASC
SAMC
nSAMC
VMC
nVMC
Log PMC
nLog PMC
RMC
nRMC
PMC
nPMC
MMC
nMMC
SASC
nSASC
VSC
nVSC
Log PSC
nLog PSC
RSC
nRSC
PSC
nPSC
MSC
nMSC
NMC
NSC
SAMC/SASC
nSAMC/nSASC
VMC/VSC
nVMC/nVSC
Log PMC/Log PSC
nLog PMC/nLog PSC
RMC/RSC
nRMC/nRSC
PMC/PSC
nPMC/nPSC
MMC/MSC
nMMC/nMSC
NMC/NSC
Mn
Mw
Mw/Mn (PDI)
crosshead speed (CHS)
